DateTimeOfCall,HourlyNotionalCost,IncidentNotionalCost,AnimalGroupParent,PropertyCategory,SpecialServiceTypeCategory,SpecialServiceType,Area
31/08/2021 11:16,352,352,Bird,Dwelling,Other animal assistance,Assist trapped wild animal,Terenure
31/08/2021 18:55,352,352,Cat,Road Vehicle,Other animal assistance,Assist trapped domestic animal,Leopardstown
31/08/2021 20:02,352,352,Cat,Road Vehicle,Other animal assistance,Assist trapped domestic animal,Dundrum
02/09/2021 00:15,352,352,Cat,Non Residential,Animal rescue from height,Animal rescue from height - Domestic pet,Leopardstown
02/09/2021 20:36,352,704,Cat,Dwelling,Other animal assistance,Assist trapped domestic animal,Templeogue
03/09/2021 00:31,352,352,Dog,Non Residential,Other animal assistance,Assist trapped domestic animal,Temple Bar
03/09/2021 23:57,352,352,Cat,Dwelling,Other animal assistance,Animal assistance involving domestic animal - Other action,Stepaside
04/09/2021 09:48,352,352,Fox,Outdoor,Other animal assistance,Assist trapped wild animal,Belfield
04/09/2021 10:44,352,352,Unknown - Wild Animal,Dwelling,Other animal assistance,Assist trapped wild animal,Dalkey
04/09/2021 11:27,352,352,Dog,Road Vehicle,Other animal assistance,Assist trapped domestic animal,Walkinstown
04/09/2021 16:34,352,352,Cat,Outdoor Structure,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Ranelagh
04/09/2021 19:36,352,352,Cat,Dwelling,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Crumlin
05/09/2021 00:04,352,352,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Templeogue
05/09/2021 09:42,352,352,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Crumlin
05/09/2021 17:39,352,704,Bird,Non Residential,Other animal assistance,Assist trapped wild animal,Ranelagh
05/09/2021 22:07,352,352,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Harolds Cross
06/09/2021 16:48,352,352,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Crumlin
06/09/2021 18:44,352,352,Cat,Dwelling,Other animal assistance,Assist trapped domestic animal,Ranelagh
06/09/2021 20:20,352,704,Fox,Dwelling,Other animal assistance,Animal assistance involving wild animal - Other action,Blackrock
07/09/2021 01:50,352,352,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Harolds Cross
07/09/2021 10:00,352,352,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Dalkey
07/09/2021 14:23,352,352,Cat,Road Vehicle,Other animal assistance,Assist trapped domestic animal,Milltown
07/09/2021 17:55,352,352,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Dalkey
08/09/2021 08:17,352,352,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Templeogue
08/09/2021 13:05,352,352,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Dalkey
08/09/2021 21:25,352,352,Bird,Non Residential,Other animal assistance,Assist trapped wild animal,Rathmines
09/09/2021 06:11,352,NULL,Fox,Non Residential,Other animal assistance,Assist trapped wild animal,Ballyfermot
09/09/2021 11:13,352,352,Cat,Non Residential,Other animal assistance,Assist trapped domestic animal,Templeogue
09/09/2021 19:09,352,352,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Terenure
09/09/2021 19:23,352,352,Cat,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,Leopardstown
10/09/2021 17:29,352,352,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Ballymun
11/09/2021 12:09,352,704,Dog,Outdoor,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Ranelagh
12/09/2021 20:38,352,352,Cat,Dwelling,Other animal assistance,Assist trapped domestic animal,Ranelagh
12/09/2021 21:32,352,352,Cat,Dwelling,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Drumcondra
13/09/2021 09:59,352,352,Bird,Dwelling,Animal rescue from height,Animal rescue from height - Bird,Belfield
13/09/2021 18:43,352,352,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Blackrock
13/09/2021 18:59,352,704,Cat,Outdoor,Other animal assistance,Animal assistance involving livestock - Other action,Temple Bar
13/09/2021 19:22,352,352,Cat,Outdoor,Other animal assistance,Assist trapped domestic animal,Ranelagh
13/09/2021 19:59,352,352,Fox,Outdoor,Other animal assistance,Assist trapped wild animal,Cabra
14/09/2021 09:32,352,704,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,SUTTON
15/09/2021 00:42,352,704,Cat,Dwelling,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Santry
15/09/2021 12:10,352,352,Dog,Dwelling,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Santry
15/09/2021 12:49,352,352,Unknown - Domestic Animal Or Pet,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Clonsilla
15/09/2021 13:14,352,1760,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Santry
15/09/2021 16:53,352,352,Cat,Dwelling,Other animal assistance,Animal harm involving domestic animal,Templeogue
15/09/2021 18:49,352,352,Bird,Dwelling,Animal rescue from height,Animal rescue from height - Bird,Ballymun
15/09/2021 21:44,352,352,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Rathfarnham
15/09/2021 21:46,352,352,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Rathmines
17/09/2021 13:23,352,352,Cat,Non Residential,Other animal assistance,Assist trapped domestic animal,Leopardstown
17/09/2021 14:12,352,352,Cat,Dwelling,Other animal assistance,Animal assistance involving domestic animal - Other action,Smithfield
17/09/2021 18:04,352,352,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Dalkey
18/09/2021 07:19,352,352,Dog,Dwelling,Other animal assistance,Assist trapped domestic animal,Rathmines
18/09/2021 09:52,352,352,Squirrel,Dwelling,Animal rescue from height,Wild animal rescue from height,Smithfield
18/09/2021 13:02,352,352,Dog,Dwelling,Other animal assistance,Assist trapped domestic animal,Rathmines
18/09/2021 13:25,352,352,Bird,Outdoor,Animal rescue from height,Animal rescue from height - Bird,Dalkey
18/09/2021 15:01,352,352,Bird,Outdoor Structure,Animal rescue from height,Animal rescue from height - Bird,Rathmines
18/09/2021 18:12,352,352,Dog,Outdoor,Other animal assistance,Assist trapped domestic animal,Cabra
19/09/2021 17:17,352,352,Dog,Dwelling,Other animal assistance,Assist trapped domestic animal,Cabra
20/09/2021 10:26,352,352,Fox,Outdoor Structure,Other animal assistance,Assist trapped wild animal,Rathfarnham
21/09/2021 15:06,352,352,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Tallaght
21/09/2021 15:18,352,352,Deer,Outdoor Structure,Other animal assistance,Assist trapped wild animal,Smithfield
21/09/2021 17:09,352,352,Squirrel,Outdoor,Animal rescue from height,Wild animal rescue from height,Rathfarnham
21/09/2021 17:13,352,352,Bird,Non Residential,Animal rescue from height,Animal rescue from height - Bird,Leopardstown
21/09/2021 17:37,352,704,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Ballymun
21/09/2021 23:03,352,352,Cat,Dwelling,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Blackrock
22/09/2021 11:07,352,352,Dog,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Crumlin
23/09/2021 04:32,352,352,Fox,Outdoor Structure,Other animal assistance,Assist trapped wild animal,Portobello
24/09/2021 15:18,352,352,Cat,Outdoor Structure,Other animal assistance,Animal assistance involving domestic animal - Other action,Ranelagh
24/09/2021 18:08,352,352,Dog,Road Vehicle,Other animal assistance,Animal assistance involving domestic animal - Other action,Donnybrook
24/09/2021 19:40,352,352,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Templeogue
25/09/2021 17:09,352,352,Dog,Dwelling,Other animal assistance,Animal harm involving domestic animal,Perrystown
25/09/2021 18:54,352,704,Dog,Boat,Other animal assistance,Assist trapped domestic animal,Temple Bar
25/09/2021 21:12,352,352,Cat,Dwelling,Other animal assistance,Assist trapped domestic animal,Walkinstown
26/09/2021 13:54,352,352,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Walkinstown
27/09/2021 08:24,352,352,Fox,Dwelling,Other animal assistance,Assist trapped wild animal,Templeogue
27/09/2021 15:47,352,352,Squirrel,Dwelling,Animal rescue from height,Wild animal rescue from height,Drumcondra
27/09/2021 18:32,352,352,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Harolds Cross
28/09/2021 21:55,352,NULL,Cat,Outdoor Structure,Other animal assistance,Animal assistance involving domestic animal - Other action,Rathmines
29/09/2021 17:04,352,352,Cat,Outdoor Structure,Other animal assistance,Assist trapped domestic animal,Tallaght
29/09/2021 18:57,352,352,Cat,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,Tallaght
30/09/2021 17:54,352,352,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Drumcondra
01/10/2021 13:04,352,NULL,Dog,Dwelling,Other animal assistance,Assist trapped domestic animal,Terenure
02/10/2021 14:08,352,352,Bird,Dwelling,Animal rescue from height,Animal rescue from height - Bird,Clontarf
02/10/2021 18:49,352,352,Cat,Dwelling,Other animal assistance,Assist trapped domestic animal,SUTTON
02/10/2021 23:31,352,352,Hamster,Dwelling,Other animal assistance,Assist trapped domestic animal,Dalkey
03/10/2021 17:02,352,352,Dog,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Smithfield
04/10/2021 15:41,352,352,Cat,Non Residential,Other animal assistance,Assist trapped domestic animal,Temple Bar
04/10/2021 20:16,352,352,Snake,Road Vehicle,Other animal assistance,Assist  trapped livestock animal,Leopardstown
05/10/2021 07:57,352,352,Dog,Outdoor,Other animal assistance,Assist trapped domestic animal,Dun laoighre
05/10/2021 18:45,352,352,Cat,Dwelling,Other animal assistance,Assist trapped domestic animal,Templeogue
06/10/2021 12:01,352,352,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Templeogue
06/10/2021 18:34,352,352,Fox,Non Residential,Animal rescue from below ground,Wild animal rescue from below ground,Leopardstown
06/10/2021 21:13,352,352,Dog,Dwelling,Other animal assistance,Assist trapped domestic animal,Donnybrook
07/10/2021 17:11,352,352,Bird,Non Residential,Animal rescue from height,Animal rescue from height - Bird,Blackrock
08/10/2021 10:22,352,352,Dog,Outdoor,Other animal assistance,Animal assistance involving domestic animal - Other action,Donnybrook
09/10/2021 01:32,352,352,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Rathfarnham
09/10/2021 18:51,352,352,Cat,Non Residential,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Belfield
09/10/2021 23:33,352,352,Cat,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,Belfield
10/10/2021 11:52,352,352,Dog,Outdoor,Other animal assistance,Assist trapped domestic animal,Temple Bar
10/10/2021 12:30,352,352,Bird,Dwelling,Other animal assistance,Assist trapped domestic animal,Harolds Cross
10/10/2021 12:45,352,352,Cat,Dwelling,Other animal assistance,Animal assistance involving domestic animal - Other action,Clontarf
10/10/2021 18:44,352,352,Cat,Non Residential,Animal rescue from height,Animal rescue from height - Domestic pet,Clonsilla
11/10/2021 16:14,352,352,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Clontarf
13/10/2021 15:06,352,352,Cat,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,Belfield
13/10/2021 15:11,352,352,Bird,Dwelling,Animal rescue from height,Animal rescue from height - Bird,Terenure
14/10/2021 18:27,352,352,Cat,Dwelling,Other animal assistance,Animal harm involving domestic animal,Rathmines
15/10/2021 01:03,352,352,Cat,Dwelling,Other animal assistance,Assist trapped domestic animal,Terenure
15/10/2021 08:43,352,704,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Clonsilla
16/10/2021 09:12,352,352,Bird,Non Residential,Animal rescue from height,Animal rescue from height - Bird,Santry
16/10/2021 20:06,352,352,Dog,Outdoor Structure,Other animal assistance,Assist trapped domestic animal,Clontarf
16/10/2021 23:28,352,352,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Stepaside
17/10/2021 17:27,352,352,Fox,Outdoor,Other animal assistance,Assist trapped wild animal,Ranelagh
17/10/2021 20:20,352,352,Cat,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,Killester
18/10/2021 00:52,352,352,Dog,Non Residential,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Ballymun
19/10/2021 13:27,352,352,Cat,Dwelling,Other animal assistance,Assist trapped domestic animal,Walkinstown
19/10/2021 16:01,352,352,Bird,Dwelling,Animal rescue from height,Animal rescue from height - Bird,Stepaside
19/10/2021 16:22,352,1056,Cat,Outdoor Structure,Other animal assistance,Assist trapped domestic animal,Ballymun
19/10/2021 23:52,352,352,Dog,Outdoor Structure,Other animal assistance,Assist trapped domestic animal,Dundrum
20/10/2021 20:51,352,352,Dog,Outdoor Structure,Other animal assistance,Assist trapped domestic animal,Crumlin
20/10/2021 23:47,352,352,Cat,Dwelling,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Clontarf
21/10/2021 22:54,352,704,Fox,Outdoor,Other animal assistance,Assist trapped wild animal,Dun laoighre
23/10/2021 09:15,352,352,Cat,Dwelling,Other animal assistance,Assist trapped domestic animal,Belfield
23/10/2021 11:44,352,352,Bird,Non Residential,Animal rescue from height,Animal rescue from height - Bird,Terenure
23/10/2021 13:09,352,352,Cat,Dwelling,Other animal assistance,Assist trapped domestic animal,Cabra
23/10/2021 17:55,352,352,Bird,Dwelling,Animal rescue from height,Animal rescue from height - Bird,Stepaside
24/10/2021 19:53,352,352,Cat,Dwelling,Other animal assistance,Assist trapped domestic animal,Tallaght
25/10/2021 02:28,352,352,Cat,Non Residential,Other animal assistance,Assist trapped domestic animal,Blackrock
25/10/2021 09:58,352,352,Cat,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,Harolds Cross
25/10/2021 12:42,352,352,Cat,Dwelling,Other animal assistance,Assist trapped domestic animal,Belfield
26/10/2021 09:52,352,352,Dog,Dwelling,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Temple Bar
26/10/2021 14:39,352,352,Cat,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,Perrystown
29/10/2021 04:14,352,352,Cat,Dwelling,Other animal assistance,Assist trapped domestic animal,Stepaside
29/10/2021 10:32,352,352,Cat,Dwelling,Other animal assistance,Assist trapped domestic animal,Milltown
31/10/2021 10:28,352,352,Cat,Dwelling,Other animal assistance,Assist trapped domestic animal,Glasnevin
31/10/2021 10:57,352,352,Dog,Road Vehicle,Other animal assistance,Assist trapped domestic animal,Rathfarnham
05/11/2021 09:03,352,352,Bird,Outdoor,Animal rescue from height,Animal rescue from height - Bird,Killester
05/11/2021 12:19,352,352,Fox,Outdoor,Animal rescue from water,Wild animal rescue from water or mud,Glasnevin
06/11/2021 13:53,352,352,Dog,Road Vehicle,Other animal assistance,Animal assistance involving domestic animal - Other action,Crumlin
06/11/2021 21:08,352,352,Dog,Dwelling,Other animal assistance,Assist trapped domestic animal,Ballymun
07/11/2021 11:20,352,352,Unknown - Domestic Animal Or Pet,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Walkinstown
07/11/2021 18:50,352,352,Bird,Dwelling,Other animal assistance,Assist trapped wild animal,Ballyfermot
07/11/2021 21:48,352,352,cat,Dwelling,Other animal assistance,Assist trapped domestic animal,Clontarf
09/11/2021 19:58,352,352,Unknown - Domestic Animal Or Pet,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,Ballymun
10/11/2021 07:03,352,704,Cat,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,Ballymun
10/11/2021 22:00,352,352,Cat,Dwelling,Other animal assistance,Animal assistance involving domestic animal - Other action,Leopardstown
11/11/2021 07:43,352,352,Fox,Outdoor Structure,Other animal assistance,Assist trapped wild animal,Dalkey
12/11/2021 01:21,352,352,Cat,Dwelling,Other animal assistance,Assist trapped domestic animal,Harolds Cross
12/11/2021 07:50,352,352,Fox,Outdoor,Other animal assistance,Assist trapped wild animal,Ranelagh
13/11/2021 08:23,352,352,Cat,Dwelling,Other animal assistance,Assist trapped domestic animal,Crumlin
14/11/2021 12:08,352,352,Cat,Outdoor,Other animal assistance,Animal harm involving domestic animal,Glasnevin
14/11/2021 15:38,352,352,Cat,Dwelling,Other animal assistance,Assist trapped domestic animal,Perrystown
15/11/2021 15:24,352,1056,Dog,Outdoor,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Dundrum
15/11/2021 23:02,352,352,Fox,Non Residential,Other animal assistance,Animal assistance involving wild animal - Other action,Leopardstown
16/11/2021 09:57,352,352,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Clonsilla
16/11/2021 19:01,352,352,Dog,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Clonsilla
17/11/2021 13:27,352,352,Dog,Outdoor,Other animal assistance,Assist trapped domestic animal,Crumlin
18/11/2021 03:27,352,352,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Leopardstown
18/11/2021 05:21,352,352,Deer,Dwelling,Other animal assistance,Assist trapped wild animal,Belfield
18/11/2021 10:34,352,352,Unknown - Domestic Animal Or Pet,Dwelling,Other animal assistance,Assist trapped domestic animal,Santry
18/11/2021 12:17,352,352,Dog,Outdoor Structure,Other animal assistance,Animal assistance involving domestic animal - Other action,Cabra
18/11/2021 15:21,352,352,Bird,Outdoor Structure,Animal rescue from height,Animal rescue from height - Bird,Templeogue
18/11/2021 16:28,352,352,Bird,Outdoor,Animal rescue from height,Animal rescue from height - Bird,Drumcondra
18/11/2021 17:36,352,352,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Blackrock
18/11/2021 21:56,352,352,Cat,Dwelling,Other animal assistance,Animal assistance involving domestic animal - Other action,Ballyfermot
19/11/2021 10:31,352,352,Cat,Dwelling,Other animal assistance,Assist trapped domestic animal,Crumlin
19/11/2021 16:35,352,352,Cat,Dwelling,Other animal assistance,Assist trapped domestic animal,Cabra
19/11/2021 17:59,352,352,Cat,Outdoor,Other animal assistance,Animal assistance involving domestic animal - Other action,Rathfarnham
21/11/2021 14:41,352,352,Bird,Dwelling,Animal rescue from height,Animal rescue from height - Bird,Drumcondra
21/11/2021 16:09,352,352,Cat,Outdoor Structure,Other animal assistance,Assist trapped wild animal,Clontarf
22/11/2021 16:28,352,352,Bird,Outdoor,Animal rescue from height,Animal rescue from height - Bird,Terenure
23/11/2021 10:52,352,352,Fox,Outdoor,Other animal assistance,Assist trapped wild animal,Terenure
23/11/2021 10:53,352,352,Cat,Outdoor,Other animal assistance,Assist trapped domestic animal,Temple Bar
23/11/2021 12:39,352,352,Cat,Dwelling,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Ballymun
23/11/2021 15:29,352,1408,Fox,Outdoor,Animal rescue from water,Wild animal rescue from water or mud,Stepaside
23/11/2021 16:01,352,352,Cat,Road Vehicle,Other animal assistance,Assist trapped domestic animal,Ranelagh
24/11/2021 09:17,352,352,Dog,Outdoor,Other animal assistance,Assist trapped domestic animal,Templeogue
24/11/2021 10:36,352,352,Dog,Dwelling,Other animal assistance,Animal assistance involving domestic animal - Other action,Walkinstown
25/11/2021 06:54,352,352,Cat,Dwelling,Other animal assistance,Assist trapped domestic animal,Glasnevin
25/11/2021 08:56,352,352,Dog,Dwelling,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Belfield
25/11/2021 15:58,352,352,Cat,Dwelling,Other animal assistance,Assist trapped domestic animal,Belfield
28/11/2021 09:17,352,352,Cat,Non Residential,Other animal assistance,Assist trapped domestic animal,Glasnevin
29/11/2021 10:19,352,352,Bird,Outdoor,Animal rescue from height,Animal rescue from height - Bird,Dundrum
29/11/2021 16:48,352,352,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Dalkey
30/11/2021 11:27,352,352,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Blackrock
30/11/2021 19:53,352,352,Cat,Dwelling,Other animal assistance,Assist trapped domestic animal,Walkinstown
02/12/2021 19:12,352,352,Cat,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,Stepaside
03/12/2021 11:08,352,704,Snake,Dwelling,Animal rescue from height,Wild animal rescue from height,Blackrock
04/12/2021 12:45,352,352,Unknown - Wild Animal,Dwelling,Other animal assistance,Assist trapped wild animal,Dalkey
06/12/2021 09:23,352,352,Cat,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,Terenure
06/12/2021 22:10,352,352,Dog,Dwelling,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Portobello
07/12/2021 15:45,352,352,Cat,Dwelling,Other animal assistance,Assist trapped domestic animal,Clontarf
07/12/2021 20:19,352,352,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Ballymun
08/12/2021 11:01,352,704,Horse,Outdoor,Animal rescue from water,Animal rescue from water - Farm animal,Smithfield
10/12/2021 16:58,352,352,Cat,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,Crumlin
10/12/2021 17:59,352,352,Dog,Outdoor Structure,Other animal assistance,Assist trapped domestic animal,Ballyfermot
11/12/2021 08:16,352,352,Cat,Non Residential,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Santry
12/12/2021 10:41,352,352,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Milltown
12/12/2021 14:51,352,352,Cat,Dwelling,Other animal assistance,Assist trapped domestic animal,Dundrum
12/12/2021 16:55,352,NULL,Dog,Outdoor,Animal rescue from water,Animal rescue from water - Domestic pet,Cabra
12/12/2021 18:05,352,352,Cat,Dwelling,Other animal assistance,Assist trapped domestic animal,Leopardstown
13/12/2021 08:45,352,352,Cat,Outdoor,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Ranelagh
13/12/2021 16:20,352,352,Bird,Outdoor Structure,Animal rescue from height,Animal rescue from height - Bird,Stepaside
13/12/2021 22:16,352,352,Dog,Dwelling,Other animal assistance,Assist trapped domestic animal,Cabra
15/12/2021 11:12,352,352,Dog,Outdoor Structure,Other animal assistance,Assist trapped domestic animal,Terenure
15/12/2021 12:15,352,352,Dog,Outdoor,Animal rescue from water,Animal rescue from water - Domestic pet,Perrystown
15/12/2021 21:55,352,NULL,Cat,Dwelling,Other animal assistance,Animal assistance involving domestic animal - Other action,Crumlin
17/12/2021 13:46,352,352,Cat,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,Killester
17/12/2021 18:02,352,352,Dog,Outdoor,Other animal assistance,Assist trapped domestic animal,Cabra
18/12/2021 10:20,352,352,Bird,Non Residential,Animal rescue from height,Animal rescue from height - Bird,Clontarf
18/12/2021 12:16,352,352,Fox,Outdoor,Other animal assistance,Assist trapped wild animal,Milltown
18/12/2021 13:34,352,352,Bird,Dwelling,Animal rescue from height,Animal rescue from height - Bird,Stepaside
18/12/2021 17:20,352,352,Cat,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,Milltown
18/12/2021 18:10,352,704,Dog,Dwelling,Other animal assistance,Assist trapped domestic animal,Rathmines
19/12/2021 23:07,352,352,Dog,Dwelling,Other animal assistance,Assist trapped domestic animal,Terenure
20/12/2021 05:10,352,352,Fox,Dwelling,Animal rescue from below ground,Wild animal rescue from below ground,Santry
20/12/2021 06:59,352,352,Cat,Dwelling,Other animal assistance,Assist trapped domestic animal,Terenure
21/12/2021 22:46,352,352,Cat,Dwelling,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Leopardstown
21/12/2021 22:47,352,352,Fox,Outdoor,Other animal assistance,Assist trapped wild animal,Dun laoighre
22/12/2021 10:59,352,1760,Cat,Dwelling,Other animal assistance,Animal assistance involving domestic animal - Other action,Cabra
23/12/2021 14:31,352,704,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Clonsilla
23/12/2021 19:03,352,352,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Temple Bar
23/12/2021 21:07,352,352,Cat,Dwelling,Other animal assistance,Assist trapped domestic animal,Killester
24/12/2021 08:17,352,352,Deer,Outdoor Structure,Other animal assistance,Assist trapped wild animal,Perrystown
24/12/2021 11:05,352,352,Bird,Outdoor,Animal rescue from height,Animal rescue from height - Bird,Clonsilla
24/12/2021 12:38,352,352,Cat,Dwelling,Other animal assistance,Animal assistance involving domestic animal - Other action,Temple Bar
25/12/2021 11:59,352,352,Bird,Dwelling,Animal rescue from height,Animal rescue from height - Bird,Harolds Cross
26/12/2021 10:43,352,352,Dog,Outdoor,Animal rescue from water,Animal rescue from water - Domestic pet,Dun laoighre
26/12/2021 14:22,352,352,Cat,Dwelling,Other animal assistance,Animal harm involving domestic animal,Ranelagh
26/12/2021 17:38,352,704,Cat,Dwelling,Other animal assistance,Assist trapped domestic animal,Portobello
27/12/2021 00:50,352,352,Cat,Dwelling,Other animal assistance,Animal assistance involving domestic animal - Other action,Walkinstown
27/12/2021 13:26,352,352,Bird,Dwelling,Animal rescue from height,Animal rescue from height - Bird,Temple Bar
27/12/2021 22:19,352,704,Cat,Dwelling,Other animal assistance,Assist trapped domestic animal,Dalkey
28/12/2021 14:19,352,352,Cat,Road Vehicle,Other animal assistance,Assist trapped domestic animal,Stepaside
28/12/2021 17:58,352,1056,Fox,Dwelling,Other animal assistance,Assist trapped wild animal,Cabra
28/12/2021 20:14,352,352,Cat,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,Glasnevin
28/12/2021 20:48,352,352,Bird,Dwelling,Animal rescue from height,Animal rescue from height - Bird,Terenure
31/12/2021 13:26,352,352,Cat,Dwelling,Other animal assistance,Assist trapped domestic animal,Milltown
31/12/2021 15:34,352,352,Cat,Dwelling,Other animal assistance,Assist trapped domestic animal,Smithfield
31/12/2021 21:53,352,352,Dog,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Clontarf
31/12/2021 22:56,352,352,Cat,Non Residential,Other animal assistance,Animal assistance involving domestic animal - Other action,Blackrock
01/01/2022 10:26,352,352,Cat,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,Rathfarnham
01/01/2022 12:36,352,352,Unknown - Wild Animal,Outdoor,Animal rescue from height,Wild animal rescue from height,Rathfarnham
01/01/2022 14:06,352,352,Cat,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,Perrystown
01/01/2022 17:12,352,352,Cat,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,Terenure
01/01/2022 18:57,352,352,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Templeogue
02/01/2022 07:21,352,352,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,SUTTON
02/01/2022 15:20,352,352,Dog,Outdoor,Other animal assistance,Animal harm involving domestic animal,Smithfield
02/01/2022 20:39,352,352,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Santry
03/01/2022 16:19,352,352,Cat,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,Terenure
03/01/2022 16:44,352,352,Cat,Outdoor,Other animal assistance,Assist trapped domestic animal,Terenure
04/01/2022 09:35,352,352,Bird,Outdoor,Animal rescue from height,Animal rescue from height - Bird,Stepaside
05/01/2022 14:34,352,352,Fox,Dwelling,Animal rescue from below ground,Wild animal rescue from below ground,Drumcondra
06/01/2022 09:47,352,352,Bird,Dwelling,Other animal assistance,Assist trapped wild animal,Dundrum
06/01/2022 11:27,352,704,Horse,Outdoor,Animal rescue from water,Animal rescue from water - Farm animal,Perrystown
06/01/2022 20:10,352,352,Fox,Dwelling,Other animal assistance,Assist trapped wild animal,Stepaside
